Epoch,Train Loss,Val Loss,Train Acc,Val Acc,Train IoU,Val IoU
21,0.159585078060627,0.1550176829099655,0.9860270151313347,0.9865685585301855,0.7179788797905109,0.7262467311689075
22,0.15295377764850854,0.15043389648199082,0.9864297445918642,0.9863044245105081,0.7237906997237422,0.7226407869116438
23,0.14561969134956598,0.1424362614750862,0.9868999855240231,0.9870344130460112,0.7305644519752561,0.7338747033943133
24,0.1385781922377646,0.1377232126891613,0.9874286962997456,0.9871833749804083,0.7385844107975299,0.7348033055508041
25,0.13405640963464976,0.13157642036676406,0.9876204645816657,0.9877947673532466,0.7420779480793571,0.7423379227532142
26,0.12838363396003843,0.126167880743742,0.9880318184225746,0.9882283277155212,0.7483559890598068,0.7511667068283393
27,0.12362229572609067,0.11996198669075966,0.9883075622213577,0.9887723677684135,0.7522426585170912,0.7558807286676114
28,0.11875836625695228,0.11712117865681648,0.9886449730461133,0.9887671603341002,0.7580424155389409,0.7585425199898493
29,0.1150921830907464,0.11452601179480552,0.988876847285849,0.9889884416592893,0.7615549035104653,0.7640129028590827
30,0.1122109618037939,0.11047478243708611,0.9890353971377633,0.9890446897361727,0.7644860510341169,0.7666999595584906
31,0.1078486011363566,0.10653597638010978,0.9893361004780713,0.9893789525420363,0.769615233512384,0.7652117548197532
32,0.10453835586085916,0.10403218343853951,0.9895180249647503,0.989385800236319,0.7726381665229645,0.7702454316310942
33,0.10227797059342265,0.1017056405544281,0.9896182597382206,0.989685396507407,0.7748010263702297,0.7740415774777485
34,0.0987797386944294,0.09910319820046425,0.989904271105167,0.9897534472327698,0.7795379117182485,0.7738205935134986
35,0.09691798789426684,0.09732998609542846,0.9899829203236167,0.9898454445107985,0.7810819032971991,0.7778341032848953
36,0.09389134543016553,0.0948951631784439,0.9901865920253559,0.98994011990165,0.7840697547059379,0.7808033987391587
37,0.09118469627574086,0.09284546002745628,0.9904317341664061,0.9900576949013785,0.789199241601633,0.7829622909638934
38,0.09012536378577352,0.0904149867594242,0.9904109978156467,0.990311728873487,0.7886418724794275,0.7846238628911711
39,0.08791675595566631,0.08833947256207467,0.990564447976431,0.9903763804876505,0.7914657404130764,0.7852447858827495
40,0.0854731892235577,0.08669546842575074,0.9908166273597817,0.9905744219668748,0.7956340312063334,0.7913330394669148
41,0.08380429418757558,0.08472790271043777,0.9909011051073694,0.990704799245419,0.7975715470582743,0.793204618469201
42,0.08209484349936247,0.08286242410540581,0.9910175102399147,0.9908892915118425,0.7992934509705065,0.7957194191177218
43,0.08120588362216949,0.08155176863074302,0.9910713057601783,0.9909272652330008,0.8007509153580643,0.7941297070402199
44,0.07922125002369285,0.0804719164967537,0.9912388038292763,0.9909170701847546,0.8035507454163662,0.7981518044230699
45,0.0777359520085156,0.08036300763487816,0.9913327065924654,0.9908531295715466,0.8055520682025743,0.791721176387458
46,0.0767069817520678,0.07737011536955833,0.991409967424067,0.9912492385743263,0.8064758268566798,0.8010170264967985
47,0.07534668315201998,0.0770362488925457,0.9915083387251586,0.9912564780395836,0.8091455801471389,0.8020914810838772
48,0.07401157296262681,0.07634155228734016,0.9915987513905824,0.9912231595822397,0.8103478456101201,0.8045960983803331
49,0.07267664084210992,0.07462209910154342,0.9917234801475561,0.9913766651567177,0.8126715950199446,0.8044054095505334
50,0.0720529935322702,0.07340772524476051,0.9917477723191183,0.9914577944956959,0.8132493084712495,0.8063446045540702
